timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/08/27 21:07:38.492, 2, 0 %, 0 %, 35272 MiB, 40.15 W
2026/08/27 21:07:43.493, 0, 0 %, 0 %, 35273 MiB, 42.17 W
2026/08/27 21:07:43.493, 1, 0 %, 0 %, 35273 MiB, 41.84 W
2026/08/27 21:07:43.493, 2, 0 %, 0 %, 35272 MiB, 40.18 W
2026/08/27 21:07:48.494, 0, 0 %, 0 %, 35279 MiB, 41.98 W
2026/08/27 21:07:48.494, 1, 0 %, 0 %, 35279 MiB, 41.84 W
2026/08/27 21:07:48.494, 2, 0 %, 0 %, 35278 MiB, 39.97 W
2026/08/27 21:07:53.495, 0, 0 %, 0 %, 35279 MiB, 41.86 W
2026/08/27 21:07:53.495, 1, 0 %, 0 %, 35279 MiB, 41.72 W
2026/08/27 21:07:53.495, 2, 0 %, 0 %, 35278 MiB, 39.85 W
2026/08/27 21:07:58.496, 0, 98 %, 21 %, 35279 MiB, 90.83 W
2026/08/27 21:07:58.496, 1, 100 %, 24 %, 35279 MiB, 147.63 W
2026/08/27 21:07:58.496, 2, 100 %, 24 %, 35278 MiB, 87.74 W
2026/08/27 21:08:03.497, 0, 100 %, 25 %, 35285 MiB, 140.65 W
2026/08/27 21:08:03.497, 1, 100 %, 24 %, 35279 MiB, 171.97 W
2026/08/27 21:08:03.497, 2, 100 %, 23 %, 35278 MiB, 196.11 W
2026/08/27 21:08:08.498, 0, 92 %, 18 %, 35285 MiB, 99.42 W
2026/08/27 21:08:08.498, 1, 62 %, 10 %, 35279 MiB, 92.44 W
2026/08/27 21:08:08.498, 2, 39 %, 11 %, 35278 MiB, 88.99 W
2026/08/27 21:08:13.500, 0, 100 %, 24 %, 35285 MiB, 115.97 W
2026/08/27 21:08:13.500, 1, 99 %, 21 %, 35279 MiB, 170.46 W
2026/08/27 21:08:13.500, 2, 100 %, 17 %, 35278 MiB, 113.73 W
2026/08/27 21:08:18.501, 0, 100 %, 21 %, 35285 MiB, 140.51 W
2026/08/27 21:08:18.501, 1, 100 %, 23 %, 35279 MiB, 151.16 W
2026/08/27 21:08:18.501, 2, 100 %, 22 %, 35278 MiB, 139.08 W
2026/08/27 21:08:23.502, 0, 100 %, 16 %, 35285 MiB, 134.13 W
2026/08/27 21:08:23.503, 1, 99 %, 21 %, 35279 MiB, 167.26 W
2026/08/27 21:08:23.503, 2, 100 %, 27 %, 35278 MiB, 110.31 W
2026/08/27 21:08:28.503, 0, 100 %, 29 %, 35285 MiB, 87.14 W
2026/08/27 21:08:28.504, 1, 100 %, 22 %, 35279 MiB, 149.64 W
2026/08/27 21:08:28.504, 2, 100 %, 21 %, 35278 MiB, 139.97 W
2026/08/27 21:08:33.505, 0, 100 %, 21 %, 35285 MiB, 135.87 W
2026/08/27 21:08:33.505, 1, 100 %, 20 %, 35279 MiB, 89.92 W
2026/08/27 21:08:33.505, 2, 100 %, 20 %, 35278 MiB, 109.40 W
2026/08/27 21:08:38.506, 0, 100 %, 24 %, 35285 MiB, 127.26 W
2026/08/27 21:08:38.506, 1, 100 %, 26 %, 35279 MiB, 149.70 W
2026/08/27 21:08:38.506, 2, 100 %, 20 %, 35278 MiB, 148.85 W
2026/08/27 21:08:43.507, 0, 100 %, 22 %, 35285 MiB, 184.61 W
2026/08/27 21:08:43.507, 1, 100 %, 25 %, 35279 MiB, 213.07 W
2026/08/27 21:08:43.507, 2, 100 %, 20 %, 35278 MiB, 155.09 W
2026/08/27 21:08:48.508, 0, 100 %, 21 %, 35285 MiB, 205.94 W
2026/08/27 21:08:48.508, 1, 100 %, 23 %, 35279 MiB, 144.38 W
2026/08/27 21:08:48.508, 2, 100 %, 23 %, 35278 MiB, 97.41 W
2026/08/27 21:08:53.512, 0, 100 %, 19 %, 35285 MiB, 107.22 W
2026/08/27 21:08:53.512, 1, 100 %, 25 %, 35279 MiB, 160.40 W
2026/08/27 21:08:53.512, 2, 100 %, 25 %, 35278 MiB, 155.07 W
2026/08/27 21:08:58.512, 0, 0 %, 0 %, 35285 MiB, 45.24 W
2026/08/27 21:08:58.512, 1, 0 %, 0 %, 35279 MiB, 45.22 W
2026/08/27 21:08:58.512, 2, 0 %, 0 %, 35278 MiB, 43.06 W
2026/08/27 21:09:03.513, 0, 0 %, 0 %, 35285 MiB, 44.85 W
2026/08/27 21:09:03.513, 1, 0 %, 0 %, 35279 MiB, 44.60 W
2026/08/27 21:09:03.513, 2, 0 %, 0 %, 35278 MiB, 42.74 W
2026/08/27 21:09:08.514, 0, 100 %, 20 %, 35285 MiB, 220.05 W
2026/08/27 21:09:08.514, 1, 100 %, 18 %, 35279 MiB, 230.75 W
2026/08/27 21:09:08.514, 2, 100 %, 30 %, 35278 MiB, 183.43 W
2026/08/27 21:09:13.514, 0, 100 %, 18 %, 35285 MiB, 100.05 W
2026/08/27 21:09:13.515, 1, 100 %, 27 %, 35279 MiB, 115.17 W
2026/08/27 21:09:13.515, 2, 100 %, 17 %, 35278 MiB, 157.90 W
2026/08/27 21:09:18.515, 0, 100 %, 25 %, 35285 MiB, 177.80 W
2026/08/27 21:09:18.515, 1, 100 %, 24 %, 35279 MiB, 200.93 W
2026/08/27 21:09:18.515, 2, 100 %, 25 %, 35278 MiB, 89.77 W
2026/08/27 21:09:23.516, 0, 3 %, 1 %, 35289 MiB, 46.24 W
2026/08/27 21:09:23.516, 1, 0 %, 0 %, 35279 MiB, 46.00 W
2026/08/27 21:09:23.516, 2, 0 %, 0 %, 35278 MiB, 43.56 W
2026/08/27 21:09:28.516, 0, 0 %, 0 %, 35289 MiB, 45.85 W
2026/08/27 21:09:28.516, 1, 0 %, 0 %, 35279 MiB, 45.60 W
2026/08/27 21:09:28.516, 2, 0 %, 0 %, 35278 MiB, 43.16 W
2026/08/27 21:09:33.517, 0, 3 %, 0 %, 35289 MiB, 45.43 W
2026/08/27 21:09:33.517, 1, 0 %, 0 %, 35279 MiB, 45.40 W
2026/08/27 21:09:33.517, 2, 0 %, 0 %, 35278 MiB, 43.25 W
2026/08/27 21:09:38.517, 0, 100 %, 21 %, 35293 MiB, 174.76 W
2026/08/27 21:09:38.518, 1, 100 %, 22 %, 35279 MiB, 102.82 W
2026/08/27 21:09:38.518, 2, 100 %, 21 %, 35278 MiB, 93.94 W
2026/08/27 21:09:43.519, 0, 100 %, 24 %, 35293 MiB, 115.86 W
2026/08/27 21:09:43.519, 1, 100 %, 25 %, 35279 MiB, 156.87 W
2026/08/27 21:09:43.519, 2, 100 %, 23 %, 35278 MiB, 148.96 W
2026/08/27 21:09:48.519, 0, 100 %, 20 %, 35293 MiB, 144.59 W
2026/08/27 21:09:48.520, 1, 100 %, 19 %, 35279 MiB, 191.34 W
2026/08/27 21:09:48.520, 2, 100 %, 25 %, 35278 MiB, 151.30 W
2026/08/27 21:09:53.520, 0, 0 %, 0 %, 35295 MiB, 46.52 W
2026/08/27 21:09:53.520, 1, 0 %, 0 %, 35279 MiB, 45.99 W
2026/08/27 21:09:53.520, 2, 0 %, 0 %, 35278 MiB, 43.63 W
2026/08/27 21:09:58.521, 0, 0 %, 0 %, 35295 MiB, 45.75 W
2026/08/27 21:09:58.521, 1, 0 %, 0 %, 35279 MiB, 45.51 W
2026/08/27 21:09:58.521, 2, 0 %, 0 %, 35278 MiB, 43.17 W
2026/08/27 21:10:03.522, 0, 0 %, 0 %, 35295 MiB, 45.13 W
2026/08/27 21:10:03.522, 1, 0 %, 0 %, 35279 MiB, 44.99 W
2026/08/27 21:10:03.522, 2, 0 %, 0 %, 35278 MiB, 42.97 W
2026/08/27 21:10:08.522, 0, 0 %, 0 %, 35295 MiB, 44.84 W
2026/08/27 21:10:08.522, 1, 0 %, 0 %, 35279 MiB, 44.60 W
2026/08/27 21:10:08.523, 2, 0 %, 0 %, 35278 MiB, 42.65 W
2026/08/27 21:10:13.523, 0, 8 %, 5 %, 35295 MiB, 44.56 W
2026/08/27 21:10:13.523, 1, 0 %, 0 %, 35279 MiB, 44.41 W
2026/08/27 21:10:13.523, 2, 0 %, 0 %, 35278 MiB, 42.36 W
2026/08/27 21:10:18.524, 0, 100 %, 21 %, 35299 MiB, 103.80 W
2026/08/27 21:10:18.524, 1, 100 %, 22 %, 35279 MiB, 150.38 W
2026/08/27 21:10:18.524, 2, 100 %, 24 %, 35278 MiB, 166.61 W
2026/08/27 21:10:23.524, 0, 100 %, 25 %, 35299 MiB, 148.85 W
2026/08/27 21:10:23.524, 1, 100 %, 24 %, 35279 MiB, 90.35 W
2026/08/27 21:10:23.524, 2, 100 %, 21 %, 35278 MiB, 88.44 W
2026/08/27 21:10:28.525, 0, 100 %, 24 %, 35299 MiB, 136.70 W
2026/08/27 21:10:28.525, 1, 100 %, 28 %, 35279 MiB, 94.47 W
2026/08/27 21:10:28.525, 2, 100 %, 20 %, 35278 MiB, 108.79 W
2026/08/27 21:10:33.525, 0, 75 %, 0 %, 35299 MiB, 74.32 W
2026/08/27 21:10:33.525, 1, 31 %, 0 %, 35285 MiB, 78.64 W
2026/08/27 21:10:33.525, 2, 0 %, 0 %, 35278 MiB, 43.14 W
2026/08/27 21:10:38.526, 0, 0 %, 0 %, 35299 MiB, 45.54 W
2026/08/27 21:10:38.526, 1, 0 %, 0 %, 35285 MiB, 45.41 W
2026/08/27 21:10:38.526, 2, 0 %, 0 %, 35278 MiB, 43.16 W
2026/08/27 21:10:43.527, 0, 6 %, 1 %, 35299 MiB, 45.23 W
2026/08/27 21:10:43.527, 1, 0 %, 0 %, 35285 MiB, 44.80 W
2026/08/27 21:10:43.527, 2, 0 %, 0 %, 35278 MiB, 42.75 W
2026/08/27 21:10:48.527, 0, 0 %, 0 %, 35299 MiB, 44.95 W
2026/08/27 21:10:48.528, 1, 0 %, 0 %, 35285 MiB, 44.99 W
2026/08/27 21:10:48.528, 2, 0 %, 0 %, 35278 MiB, 42.46 W
2026/08/27 21:10:53.528, 0, 0 %, 0 %, 35301 MiB, 45.05 W
2026/08/27 21:10:53.528, 1, 0 %, 0 %, 35285 MiB, 44.60 W
2026/08/27 21:10:53.528, 2, 0 %, 0 %, 35278 MiB, 42.46 W
2026/08/27 21:10:58.529, 0, 100 %, 23 %, 35301 MiB, 92.24 W
2026/08/27 21:10:58.529, 1, 100 %, 16 %, 35297 MiB, 181.18 W
2026/08/27 21:10:58.529, 2, 98 %, 17 %, 35278 MiB, 212.77 W
2026/08/27 21:11:03.530, 0, 100 %, 27 %, 35301 MiB, 155.96 W
2026/08/27 21:11:03.530, 1, 100 %, 20 %, 35297 MiB, 177.97 W
2026/08/27 21:11:03.530, 2, 100 %, 30 %, 35278 MiB, 223.87 W
2026/08/27 21:11:08.531, 0, 100 %, 22 %, 35301 MiB, 157.53 W
2026/08/27 21:11:08.531, 1, 100 %, 21 %, 35297 MiB, 164.97 W
2026/08/27 21:11:08.531, 2, 100 %, 19 %, 35278 MiB, 133.99 W
2026/08/27 21:11:13.531, 0, 100 %, 22 %, 35301 MiB, 109.74 W
2026/08/27 21:11:13.532, 1, 100 %, 26 %, 35297 MiB, 200.18 W
2026/08/27 21:11:13.532, 2, 100 %, 26 %, 35278 MiB, 148.59 W
2026/08/27 21:11:18.532, 0, 6 %, 3 %, 35301 MiB, 76.46 W
2026/08/27 21:11:18.532, 1, 0 %, 0 %, 35297 MiB, 74.39 W
2026/08/27 21:11:18.532, 2, 0 %, 0 %, 35284 MiB, 44.30 W
2026/08/27 21:11:23.533, 0, 5 %, 0 %, 35301 MiB, 46.02 W
2026/08/27 21:11:23.533, 1, 0 %, 0 %, 35297 MiB, 45.67 W
2026/08/27 21:11:23.533, 2, 0 %, 0 %, 35284 MiB, 43.21 W
2026/08/27 21:11:28.534, 0, 4 %, 0 %, 35301 MiB, 45.03 W
2026/08/27 21:11:28.534, 1, 0 %, 0 %, 35297 MiB, 44.99 W
2026/08/27 21:11:28.534, 2, 0 %, 0 %, 35284 MiB, 42.84 W
2026/08/27 21:11:33.534, 0, 9 %, 3 %, 35303 MiB, 44.64 W
2026/08/27 21:11:33.534, 1, 0 %, 0 %, 35297 MiB, 44.41 W
2026/08/27 21:11:33.534, 2, 0 %, 0 %, 35284 MiB, 42.25 W
2026/08/27 21:11:38.535, 0, 0 %, 0 %, 35303 MiB, 44.64 W
2026/08/27 21:11:38.535, 1, 0 %, 0 %, 35297 MiB, 44.21 W
2026/08/27 21:11:38.535, 2, 0 %, 0 %, 35284 MiB, 41.86 W
2026/08/27 21:11:43.536, 0, 0 %, 0 %, 35303 MiB, 44.17 W
2026/08/27 21:11:43.536, 1, 0 %, 0 %, 35297 MiB, 43.92 W
2026/08/27 21:11:43.536, 2, 0 %, 0 %, 35284 MiB, 41.67 W
2026/08/27 21:11:48.536, 0, 0 %, 0 %, 35303 MiB, 44.26 W
2026/08/27 21:11:48.536, 1, 0 %, 0 %, 35297 MiB, 43.72 W
2026/08/27 21:11:48.536, 2, 0 %, 0 %, 35284 MiB, 41.67 W
2026/08/27 21:11:53.537, 0, 100 %, 15 %, 35305 MiB, 152.96 W
2026/08/27 21:11:53.537, 1, 100 %, 22 %, 35297 MiB, 94.03 W
2026/08/27 21:11:53.537, 2, 100 %, 18 %, 35296 MiB, 143.91 W
2026/08/27 21:11:58.537, 0, 100 %, 18 %, 35305 MiB, 188.56 W
2026/08/27 21:11:58.538, 1, 100 %, 24 %, 35297 MiB, 240.31 W
2026/08/27 21:11:58.538, 2, 100 %, 21 %, 35296 MiB, 93.49 W
2026/08/27 21:12:03.538, 0, 100 %, 27 %, 35305 MiB, 161.97 W
2026/08/27 21:12:03.538, 1, 100 %, 21 %, 35297 MiB, 119.92 W
2026/08/27 21:12:03.538, 2, 100 %, 29 %, 35296 MiB, 180.39 W
2026/08/27 21:12:08.539, 0, 100 %, 0 %, 35309 MiB, 89.55 W
2026/08/27 21:12:08.539, 1, 100 %, 0 %, 35297 MiB, 88.24 W
2026/08/27 21:12:08.539, 2, 100 %, 0 %, 35296 MiB, 84.22 W
2026/08/27 21:12:13.540, 0, 13 %, 1 %, 35311 MiB, 45.92 W
2026/08/27 21:12:13.540, 1, 0 %, 0 %, 35297 MiB, 45.08 W
2026/08/27 21:12:13.540, 2, 0 %, 0 %, 35296 MiB, 43.14 W
2026/08/27 21:12:18.541, 0, 9 %, 1 %, 35311 MiB, 46.01 W
2026/08/27 21:12:18.541, 1, 0 %, 0 %, 35297 MiB, 45.31 W
2026/08/27 21:12:18.541, 2, 0 %, 0 %, 35296 MiB, 42.63 W
2026/08/27 21:12:23.541, 0, 0 %, 0 %, 35311 MiB, 44.83 W
2026/08/27 21:12:23.542, 1, 5 %, 1 %, 35297 MiB, 44.79 W
2026/08/27 21:12:23.542, 2, 0 %, 0 %, 35296 MiB, 42.43 W
2026/08/27 21:12:28.542, 0, 25 %, 2 %, 35311 MiB, 44.74 W
2026/08/27 21:12:28.542, 1, 0 %, 0 %, 35297 MiB, 44.58 W
2026/08/27 21:12:28.542, 2, 0 %, 0 %, 35296 MiB, 42.33 W
2026/08/27 21:12:33.543, 0, 0 %, 0 %, 35311 MiB, 44.35 W
2026/08/27 21:12:33.543, 1, 0 %, 0 %, 35297 MiB, 44.41 W
2026/08/27 21:12:33.543, 2, 0 %, 0 %, 35296 MiB, 41.97 W
2026/08/27 21:12:38.543, 0, 3 %, 1 %, 35311 MiB, 44.26 W
2026/08/27 21:12:38.544, 1, 0 %, 0 %, 35297 MiB, 44.31 W
2026/08/27 21:12:38.544, 2, 0 %, 0 %, 35296 MiB, 41.87 W
2026/08/27 21:12:43.544, 0, 100 %, 21 %, 35313 MiB, 161.11 W
2026/08/27 21:12:43.544, 1, 100 %, 20 %, 35297 MiB, 120.59 W
2026/08/27 21:12:43.544, 2, 100 %, 24 %, 35296 MiB, 153.32 W
2026/08/27 21:12:48.545, 0, 100 %, 24 %, 35313 MiB, 156.80 W
2026/08/27 21:12:48.545, 1, 100 %, 25 %, 35297 MiB, 101.02 W
2026/08/27 21:12:48.545, 2, 100 %, 22 %, 35296 MiB, 154.25 W
2026/08/27 21:12:53.546, 0, 100 %, 19 %, 35313 MiB, 148.87 W
2026/08/27 21:12:53.546, 1, 100 %, 23 %, 35297 MiB, 179.62 W
2026/08/27 21:12:53.546, 2, 100 %, 20 %, 35296 MiB, 93.61 W
2026/08/27 21:12:58.547, 0, 100 %, 0 %, 35313 MiB, 89.55 W
2026/08/27 21:12:58.547, 1, 100 %, 0 %, 35297 MiB, 88.26 W
2026/08/27 21:12:58.547, 2, 99 %, 0 %, 35296 MiB, 84.32 W
2026/08/27 21:13:03.548, 0, 3 %, 0 %, 35313 MiB, 73.79 W
2026/08/27 21:13:03.548, 1, 7 %, 0 %, 35297 MiB, 72.43 W
2026/08/27 21:13:03.548, 2, 0 %, 0 %, 35296 MiB, 43.21 W
2026/08/27 21:13:08.550, 0, 7 %, 0 %, 35313 MiB, 45.13 W
2026/08/27 21:13:08.550, 1, 0 %, 0 %, 35297 MiB, 45.19 W
2026/08/27 21:13:08.550, 2, 0 %, 0 %, 35296 MiB, 42.63 W
2026/08/27 21:13:13.551, 0, 0 %, 0 %, 35313 MiB, 44.63 W
2026/08/27 21:13:13.551, 1, 0 %, 0 %, 35301 MiB, 46.38 W
2026/08/27 21:13:13.551, 2, 0 %, 0 %, 35296 MiB, 42.33 W
2026/08/27 21:13:18.552, 0, 0 %, 0 %, 35313 MiB, 44.51 W
2026/08/27 21:13:18.552, 1, 0 %, 0 %, 35301 MiB, 44.57 W
2026/08/27 21:13:18.552, 2, 0 %, 0 %, 35296 MiB, 42.04 W
2026/08/27 21:13:23.552, 0, 0 %, 0 %, 35313 MiB, 44.43 W
2026/08/27 21:13:23.553, 1, 7 %, 1 %, 35301 MiB, 44.21 W
2026/08/27 21:13:23.553, 2, 0 %, 0 %, 35296 MiB, 41.74 W
2026/08/27 21:13:28.553, 0, 0 %, 0 %, 35313 MiB, 44.35 W
2026/08/27 21:13:28.553, 1, 0 %, 0 %, 35301 MiB, 44.13 W
2026/08/27 21:13:28.553, 2, 0 %, 0 %, 35296 MiB, 41.58 W
2026/08/27 21:13:33.554, 0, 0 %, 0 %, 35313 MiB, 44.26 W
2026/08/27 21:13:33.554, 1, 0 %, 0 %, 35301 MiB, 43.74 W
2026/08/27 21:13:33.554, 2, 0 %, 0 %, 35296 MiB, 41.48 W
2026/08/27 21:13:38.554, 0, 0 %, 0 %, 35313 MiB, 44.25 W
2026/08/27 21:13:38.554, 1, 6 %, 0 %, 35301 MiB, 43.82 W
2026/08/27 21:13:38.554, 2, 0 %, 0 %, 35296 MiB, 41.67 W
2026/08/27 21:13:43.555, 0, 100 %, 22 %, 35313 MiB, 155.61 W
2026/08/27 21:13:43.555, 1, 100 %, 17 %, 35303 MiB, 149.69 W
2026/08/27 21:13:43.555, 2, 100 %, 17 %, 35296 MiB, 158.76 W
2026/08/27 21:13:48.555, 0, 100 %, 21 %, 35313 MiB, 156.12 W
2026/08/27 21:13:48.556, 1, 100 %, 21 %, 35303 MiB, 143.43 W
2026/08/27 21:13:48.556, 2, 100 %, 23 %, 35296 MiB, 94.82 W
2026/08/27 21:13:53.556, 0, 100 %, 20 %, 35313 MiB, 188.70 W
2026/08/27 21:13:53.556, 1, 98 %, 21 %, 35303 MiB, 99.44 W
2026/08/27 21:13:53.556, 2, 100 %, 17 %, 35296 MiB, 191.65 W
2026/08/27 21:13:58.557, 0, 89 %, 8 %, 35313 MiB, 96.18 W
2026/08/27 21:13:58.557, 1, 71 %, 3 %, 35307 MiB, 140.62 W
2026/08/27 21:13:58.557, 2, 98 %, 5 %, 35296 MiB, 122.25 W
2026/08/27 21:14:03.558, 0, 100 %, 0 %, 35313 MiB, 89.21 W
2026/08/27 21:14:03.558, 1, 0 %, 0 %, 35307 MiB, 72.62 W
2026/08/27 21:14:03.558, 2, 12 %, 0 %, 35296 MiB, 69.24 W
2026/08/27 21:14:08.559, 0, 0 %, 0 %, 35317 MiB, 44.92 W
2026/08/27 21:14:08.559, 1, 15 %, 2 %, 35307 MiB, 45.28 W
2026/08/27 21:14:08.559, 2, 0 %, 0 %, 35296 MiB, 42.43 W
2026/08/27 21:14:13.560, 0, 3 %, 0 %, 35317 MiB, 44.52 W
2026/08/27 21:14:13.560, 1, 11 %, 5 %, 35307 MiB, 46.65 W
2026/08/27 21:14:13.560, 2, 8 %, 3 %, 35296 MiB, 41.84 W
2026/08/27 21:14:18.561, 0, 0 %, 0 %, 35317 MiB, 44.33 W
2026/08/27 21:14:18.561, 1, 0 %, 0 %, 35307 MiB, 43.58 W
2026/08/27 21:14:18.561, 2, 19 %, 9 %, 35296 MiB, 41.55 W
2026/08/27 21:14:23.563, 0, 0 %, 0 %, 35317 MiB, 43.94 W
2026/08/27 21:14:23.563, 1, 0 %, 0 %, 35307 MiB, 47.75 W
2026/08/27 21:14:23.563, 2, 44 %, 7 %, 35296 MiB, 42.04 W
2026/08/27 21:14:28.563, 0, 1 %, 0 %, 35317 MiB, 43.54 W
2026/08/27 21:14:28.563, 1, 8 %, 3 %, 35307 MiB, 43.09 W
2026/08/27 21:14:28.563, 2, 7 %, 0 %, 35298 MiB, 42.01 W
2026/08/27 21:14:33.564, 0, 0 %, 0 %, 35317 MiB, 43.45 W
2026/08/27 21:14:33.564, 1, 0 %, 0 %, 35307 MiB, 46.47 W
2026/08/27 21:14:33.564, 2, 0 %, 0 %, 35300 MiB, 41.07 W
2026/08/27 21:14:38.564, 0, 0 %, 0 %, 35317 MiB, 43.28 W
2026/08/27 21:14:38.565, 1, 8 %, 6 %, 35307 MiB, 42.85 W
2026/08/27 21:14:38.565, 2, 0 %, 0 %, 35300 MiB, 40.78 W
2026/08/27 21:14:43.566, 0, 100 %, 18 %, 35317 MiB, 205.16 W
2026/08/27 21:14:43.566, 1, 100 %, 25 %, 35307 MiB, 241.29 W
2026/08/27 21:14:43.566, 2, 100 %, 21 %, 35306 MiB, 132.52 W
2026/08/27 21:14:48.566, 0, 100 %, 27 %, 35317 MiB, 112.87 W
2026/08/27 21:14:48.566, 1, 100 %, 24 %, 35307 MiB, 168.57 W
2026/08/27 21:14:48.566, 2, 100 %, 21 %, 35306 MiB, 96.16 W
2026/08/27 21:14:53.567, 0, 100 %, 26 %, 35317 MiB, 169.34 W
2026/08/27 21:14:53.567, 1, 100 %, 21 %, 35307 MiB, 140.94 W
2026/08/27 21:14:53.567, 2, 100 %, 23 %, 35306 MiB, 124.23 W
2026/08/27 21:14:58.567, 0, 100 %, 0 %, 35317 MiB, 87.89 W
2026/08/27 21:14:58.567, 1, 100 %, 0 %, 35309 MiB, 86.72 W
2026/08/27 21:14:58.568, 2, 100 %, 0 %, 35308 MiB, 82.84 W
2026/08/27 21:15:03.569, 0, 0 %, 0 %, 35317 MiB, 72.80 W
2026/08/27 21:15:03.569, 1, 4 %, 0 %, 35309 MiB, 71.72 W
2026/08/27 21:15:03.569, 2, 0 %, 0 %, 35308 MiB, 67.76 W
2026/08/27 21:15:08.571, 0, 7 %, 0 %, 35317 MiB, 44.51 W
2026/08/27 21:15:08.571, 1, 4 %, 0 %, 35311 MiB, 44.37 W
2026/08/27 21:15:08.571, 2, 9 %, 1 %, 35310 MiB, 42.01 W
2026/08/27 21:15:13.573, 0, 7 %, 0 %, 35317 MiB, 44.40 W
2026/08/27 21:15:13.573, 1, 1 %, 0 %, 35311 MiB, 43.79 W
2026/08/27 21:15:13.573, 2, 10 %, 4 %, 35310 MiB, 41.72 W
2026/08/27 21:15:18.574, 0, 0 %, 0 %, 35317 MiB, 43.74 W
2026/08/27 21:15:18.574, 1, 0 %, 0 %, 35311 MiB, 43.38 W
2026/08/27 21:15:18.574, 2, 0 %, 0 %, 35310 MiB, 41.15 W
2026/08/27 21:15:23.575, 0, 3 %, 0 %, 35317 MiB, 44.32 W
2026/08/27 21:15:23.575, 1, 0 %, 0 %, 35313 MiB, 43.30 W
2026/08/27 21:15:23.575, 2, 24 %, 2 %, 35310 MiB, 42.63 W
2026/08/27 21:15:28.577, 0, 15 %, 5 %, 35317 MiB, 42.95 W
2026/08/27 21:15:28.577, 1, 8 %, 3 %, 35313 MiB, 42.92 W
2026/08/27 21:15:28.577, 2, 1 %, 0 %, 35310 MiB, 40.65 W
2026/08/27 21:15:33.578, 0, 9 %, 2 %, 35317 MiB, 47.20 W
2026/08/27 21:15:33.578, 1, 0 %, 0 %, 35313 MiB, 51.38 W
2026/08/27 21:15:33.578, 2, 0 %, 0 %, 35310 MiB, 40.46 W
2026/08/27 21:15:38.579, 0, 0 %, 0 %, 35317 MiB, 42.74 W
2026/08/27 21:15:38.579, 1, 0 %, 0 %, 35315 MiB, 42.73 W
2026/08/27 21:15:38.579, 2, 0 %, 0 %, 35310 MiB, 40.38 W
2026/08/27 21:15:43.579, 0, 0 %, 0 %, 35317 MiB, 44.25 W
2026/08/27 21:15:43.579, 1, 8 %, 5 %, 35315 MiB, 42.34 W
2026/08/27 21:15:43.580, 2, 0 %, 0 %, 35310 MiB, 40.18 W
2026/08/27 21:15:48.581, 0, 0 %, 0 %, 35317 MiB, 42.76 W
2026/08/27 21:15:48.581, 1, 0 %, 0 %, 35315 MiB, 42.63 W
