timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/08/27 14:59:25.014, 1, 100 %, 30 %, 35290 MiB, 94.06 W
2026/08/27 14:59:25.014, 2, 100 %, 20 %, 35278 MiB, 104.11 W
2026/08/27 14:59:30.014, 0, 100 %, 21 %, 35302 MiB, 112.90 W
2026/08/27 14:59:30.014, 1, 100 %, 25 %, 35290 MiB, 89.66 W
2026/08/27 14:59:30.014, 2, 100 %, 26 %, 35278 MiB, 77.02 W
2026/08/27 14:59:35.015, 0, 100 %, 21 %, 35302 MiB, 92.89 W
2026/08/27 14:59:35.015, 1, 100 %, 24 %, 35290 MiB, 98.71 W
2026/08/27 14:59:35.015, 2, 100 %, 23 %, 35278 MiB, 78.09 W
2026/08/27 14:59:40.015, 0, 0 %, 0 %, 35302 MiB, 59.43 W
2026/08/27 14:59:40.016, 1, 0 %, 0 %, 35292 MiB, 37.19 W
2026/08/27 14:59:40.016, 2, 0 %, 0 %, 35280 MiB, 38.15 W
2026/08/27 14:59:45.016, 0, 4 %, 0 %, 35302 MiB, 37.92 W
2026/08/27 14:59:45.016, 1, 0 %, 0 %, 35292 MiB, 37.10 W
2026/08/27 14:59:45.016, 2, 0 %, 0 %, 35280 MiB, 37.95 W
2026/08/27 14:59:50.017, 0, 0 %, 0 %, 35302 MiB, 37.71 W
2026/08/27 14:59:50.017, 1, 0 %, 0 %, 35292 MiB, 36.88 W
2026/08/27 14:59:50.017, 2, 0 %, 0 %, 35280 MiB, 38.15 W
2026/08/27 14:59:55.017, 0, 0 %, 0 %, 35302 MiB, 38.19 W
2026/08/27 14:59:55.017, 1, 0 %, 0 %, 35292 MiB, 36.71 W
2026/08/27 14:59:55.017, 2, 0 %, 0 %, 35280 MiB, 37.95 W
2026/08/27 15:00:00.018, 0, 3 %, 0 %, 35302 MiB, 37.23 W
2026/08/27 15:00:00.018, 1, 0 %, 0 %, 35292 MiB, 37.00 W
2026/08/27 15:00:00.018, 2, 0 %, 0 %, 35280 MiB, 37.75 W
2026/08/27 15:00:05.019, 0, 100 %, 26 %, 35304 MiB, 125.70 W
2026/08/27 15:00:05.019, 1, 100 %, 30 %, 35296 MiB, 73.88 W
2026/08/27 15:00:05.019, 2, 100 %, 23 %, 35284 MiB, 78.76 W
2026/08/27 15:00:10.019, 0, 100 %, 25 %, 35304 MiB, 80.99 W
2026/08/27 15:00:10.020, 1, 100 %, 25 %, 35296 MiB, 141.83 W
2026/08/27 15:00:10.020, 2, 100 %, 23 %, 35284 MiB, 153.77 W
2026/08/27 15:00:15.020, 0, 100 %, 25 %, 35304 MiB, 173.02 W
2026/08/27 15:00:15.020, 1, 100 %, 27 %, 35296 MiB, 132.52 W
2026/08/27 15:00:15.020, 2, 100 %, 23 %, 35284 MiB, 203.06 W
2026/08/27 15:00:20.021, 0, 100 %, 0 %, 35306 MiB, 74.48 W
2026/08/27 15:00:20.021, 1, 75 %, 0 %, 35296 MiB, 70.80 W
2026/08/27 15:00:20.021, 2, 17 %, 0 %, 35284 MiB, 62.04 W
2026/08/27 15:00:25.021, 0, 2 %, 0 %, 35306 MiB, 39.10 W
2026/08/27 15:00:25.021, 1, 0 %, 0 %, 35296 MiB, 37.69 W
2026/08/27 15:00:25.022, 2, 0 %, 0 %, 35288 MiB, 38.55 W
2026/08/27 15:00:30.022, 0, 8 %, 0 %, 35306 MiB, 38.00 W
2026/08/27 15:00:30.022, 1, 0 %, 0 %, 35296 MiB, 37.19 W
2026/08/27 15:00:30.022, 2, 0 %, 0 %, 35288 MiB, 37.95 W
2026/08/27 15:00:35.023, 0, 2 %, 0 %, 35306 MiB, 38.09 W
2026/08/27 15:00:35.023, 1, 0 %, 0 %, 35296 MiB, 37.08 W
2026/08/27 15:00:35.023, 2, 0 %, 0 %, 35288 MiB, 37.85 W
2026/08/27 15:00:40.023, 0, 0 %, 0 %, 35306 MiB, 37.51 W
2026/08/27 15:00:40.023, 1, 0 %, 0 %, 35296 MiB, 36.89 W
2026/08/27 15:00:40.023, 2, 0 %, 0 %, 35288 MiB, 37.95 W
2026/08/27 15:00:45.024, 0, 0 %, 0 %, 35306 MiB, 37.43 W
2026/08/27 15:00:45.024, 1, 0 %, 0 %, 35296 MiB, 36.81 W
2026/08/27 15:00:45.024, 2, 0 %, 0 %, 35288 MiB, 37.85 W
2026/08/27 15:00:50.024, 0, 0 %, 0 %, 35306 MiB, 37.33 W
2026/08/27 15:00:50.024, 1, 0 %, 0 %, 35296 MiB, 36.91 W
2026/08/27 15:00:50.025, 2, 0 %, 0 %, 35288 MiB, 37.67 W
2026/08/27 15:00:55.025, 0, 0 %, 0 %, 35306 MiB, 37.14 W
2026/08/27 15:00:55.025, 1, 0 %, 0 %, 35296 MiB, 36.81 W
2026/08/27 15:00:55.025, 2, 0 %, 0 %, 35288 MiB, 37.56 W
2026/08/27 15:01:00.026, 0, 100 %, 24 %, 35308 MiB, 142.31 W
2026/08/27 15:01:00.026, 1, 100 %, 26 %, 35296 MiB, 106.18 W
2026/08/27 15:01:00.026, 2, 100 %, 23 %, 35296 MiB, 96.81 W
2026/08/27 15:01:05.027, 0, 100 %, 23 %, 35308 MiB, 162.44 W
2026/08/27 15:01:05.027, 1, 100 %, 21 %, 35296 MiB, 96.07 W
2026/08/27 15:01:05.027, 2, 100 %, 22 %, 35296 MiB, 119.12 W
2026/08/27 15:01:10.028, 0, 100 %, 24 %, 35308 MiB, 150.60 W
2026/08/27 15:01:10.029, 1, 100 %, 27 %, 35296 MiB, 134.78 W
2026/08/27 15:01:10.029, 2, 100 %, 22 %, 35296 MiB, 134.33 W
2026/08/27 15:01:15.029, 0, 100 %, 0 %, 35310 MiB, 73.71 W
2026/08/27 15:01:15.029, 1, 99 %, 0 %, 35296 MiB, 70.89 W
2026/08/27 15:01:15.029, 2, 97 %, 0 %, 35296 MiB, 74.17 W
2026/08/27 15:01:20.030, 0, 5 %, 0 %, 35310 MiB, 58.80 W
2026/08/27 15:01:20.030, 1, 14 %, 0 %, 35296 MiB, 57.83 W
2026/08/27 15:01:20.030, 2, 0 %, 0 %, 35296 MiB, 60.65 W
2026/08/27 15:01:25.030, 0, 4 %, 0 %, 35310 MiB, 37.81 W
2026/08/27 15:01:25.031, 1, 4 %, 0 %, 35296 MiB, 37.19 W
2026/08/27 15:01:25.031, 2, 0 %, 0 %, 35296 MiB, 38.25 W
2026/08/27 15:01:30.032, 0, 4 %, 0 %, 35310 MiB, 37.70 W
2026/08/27 15:01:30.032, 1, 4 %, 0 %, 35296 MiB, 37.08 W
2026/08/27 15:01:30.032, 2, 0 %, 0 %, 35296 MiB, 37.95 W
2026/08/27 15:01:35.033, 0, 2 %, 0 %, 35310 MiB, 43.63 W
2026/08/27 15:01:35.033, 1, 9 %, 4 %, 35296 MiB, 37.45 W
2026/08/27 15:01:35.033, 2, 0 %, 0 %, 35296 MiB, 37.83 W
2026/08/27 15:01:40.034, 0, 0 %, 0 %, 35310 MiB, 37.33 W
2026/08/27 15:01:40.034, 1, 8 %, 0 %, 35296 MiB, 54.53 W
2026/08/27 15:01:40.034, 2, 0 %, 0 %, 35296 MiB, 37.75 W
2026/08/27 15:01:45.035, 0, 0 %, 0 %, 35310 MiB, 37.24 W
2026/08/27 15:01:45.035, 1, 6 %, 0 %, 35296 MiB, 37.10 W
2026/08/27 15:01:45.035, 2, 0 %, 0 %, 35296 MiB, 37.56 W
2026/08/27 15:01:50.035, 0, 100 %, 18 %, 35310 MiB, 152.99 W
2026/08/27 15:01:50.036, 1, 100 %, 24 %, 35300 MiB, 156.32 W
2026/08/27 15:01:50.036, 2, 100 %, 26 %, 35296 MiB, 103.24 W
2026/08/27 15:01:55.036, 0, 100 %, 25 %, 35310 MiB, 119.74 W
2026/08/27 15:01:55.037, 1, 100 %, 19 %, 35300 MiB, 145.48 W
2026/08/27 15:01:55.037, 2, 100 %, 20 %, 35296 MiB, 129.53 W
2026/08/27 15:02:00.037, 0, 100 %, 25 %, 35310 MiB, 172.81 W
2026/08/27 15:02:00.037, 1, 100 %, 21 %, 35300 MiB, 126.75 W
2026/08/27 15:02:00.037, 2, 100 %, 29 %, 35296 MiB, 135.66 W
2026/08/27 15:02:05.038, 0, 100 %, 26 %, 35310 MiB, 126.39 W
2026/08/27 15:02:05.038, 1, 100 %, 18 %, 35300 MiB, 90.58 W
2026/08/27 15:02:05.038, 2, 100 %, 27 %, 35296 MiB, 84.75 W
2026/08/27 15:02:10.038, 0, 100 %, 0 %, 35310 MiB, 74.46 W
2026/08/27 15:02:10.038, 1, 100 %, 0 %, 35304 MiB, 70.77 W
2026/08/27 15:02:10.038, 2, 100 %, 0 %, 35296 MiB, 74.13 W
2026/08/27 15:02:15.039, 0, 0 %, 0 %, 35310 MiB, 37.89 W
2026/08/27 15:02:15.039, 1, 0 %, 0 %, 35304 MiB, 40.23 W
2026/08/27 15:02:15.039, 2, 0 %, 0 %, 35296 MiB, 39.22 W
2026/08/27 15:02:20.040, 0, 0 %, 0 %, 35310 MiB, 37.89 W
2026/08/27 15:02:20.040, 1, 0 %, 0 %, 35304 MiB, 37.08 W
2026/08/27 15:02:20.040, 2, 0 %, 0 %, 35296 MiB, 38.15 W
2026/08/27 15:02:25.041, 0, 8 %, 0 %, 35310 MiB, 37.41 W
2026/08/27 15:02:25.042, 1, 10 %, 0 %, 35304 MiB, 36.98 W
2026/08/27 15:02:25.042, 2, 6 %, 1 %, 35296 MiB, 38.04 W
2026/08/27 15:02:30.042, 0, 0 %, 0 %, 35310 MiB, 37.21 W
2026/08/27 15:02:30.042, 1, 0 %, 0 %, 35304 MiB, 40.04 W
2026/08/27 15:02:30.042, 2, 10 %, 4 %, 35296 MiB, 38.24 W
2026/08/27 15:02:35.042, 0, 0 %, 0 %, 35310 MiB, 37.12 W
2026/08/27 15:02:35.043, 1, 0 %, 0 %, 35304 MiB, 37.09 W
2026/08/27 15:02:35.043, 2, 9 %, 3 %, 35296 MiB, 39.23 W
2026/08/27 15:02:40.044, 0, 0 %, 0 %, 35310 MiB, 37.22 W
2026/08/27 15:02:40.044, 1, 2 %, 1 %, 35304 MiB, 37.08 W
2026/08/27 15:02:40.045, 2, 0 %, 0 %, 35298 MiB, 37.56 W
2026/08/27 15:02:45.045, 0, 0 %, 0 %, 35310 MiB, 37.33 W
2026/08/27 15:02:45.046, 1, 0 %, 0 %, 35304 MiB, 37.01 W
2026/08/27 15:02:45.046, 2, 0 %, 0 %, 35298 MiB, 37.46 W
2026/08/27 15:02:50.046, 0, 90 %, 16 %, 35310 MiB, 217.34 W
2026/08/27 15:02:50.047, 1, 81 %, 16 %, 35304 MiB, 82.78 W
2026/08/27 15:02:50.047, 2, 100 %, 16 %, 35304 MiB, 198.55 W
2026/08/27 15:02:55.047, 0, 100 %, 27 %, 35310 MiB, 181.82 W
2026/08/27 15:02:55.048, 1, 100 %, 26 %, 35304 MiB, 90.57 W
2026/08/27 15:02:55.048, 2, 100 %, 21 %, 35304 MiB, 118.89 W
2026/08/27 15:03:00.049, 0, 100 %, 25 %, 35310 MiB, 78.89 W
2026/08/27 15:03:00.049, 1, 100 %, 17 %, 35304 MiB, 178.33 W
2026/08/27 15:03:00.049, 2, 100 %, 21 %, 35304 MiB, 113.12 W
2026/08/27 15:03:05.050, 0, 100 %, 25 %, 35310 MiB, 127.02 W
2026/08/27 15:03:05.050, 1, 100 %, 20 %, 35304 MiB, 130.44 W
2026/08/27 15:03:05.050, 2, 100 %, 22 %, 35304 MiB, 166.13 W
2026/08/27 15:03:10.051, 0, 100 %, 0 %, 35310 MiB, 73.52 W
2026/08/27 15:03:10.051, 1, 99 %, 0 %, 35304 MiB, 70.69 W
2026/08/27 15:03:10.051, 2, 100 %, 0 %, 35304 MiB, 74.46 W
2026/08/27 15:03:15.051, 0, 100 %, 1 %, 35310 MiB, 75.28 W
2026/08/27 15:03:15.052, 1, 100 %, 2 %, 35304 MiB, 70.68 W
2026/08/27 15:03:15.052, 2, 99 %, 0 %, 35304 MiB, 74.27 W
2026/08/27 15:03:20.052, 0, 7 %, 0 %, 35310 MiB, 37.98 W
2026/08/27 15:03:20.052, 1, 0 %, 0 %, 35304 MiB, 37.18 W
2026/08/27 15:03:20.052, 2, 1 %, 0 %, 35304 MiB, 38.25 W
2026/08/27 15:03:25.053, 0, 8 %, 0 %, 35310 MiB, 37.51 W
2026/08/27 15:03:25.053, 1, 8 %, 0 %, 35304 MiB, 37.09 W
2026/08/27 15:03:25.053, 2, 0 %, 0 %, 35304 MiB, 38.04 W
2026/08/27 15:03:30.055, 0, 10 %, 0 %, 35310 MiB, 37.39 W
2026/08/27 15:03:30.055, 1, 4 %, 0 %, 35304 MiB, 36.97 W
2026/08/27 15:03:30.055, 2, 0 %, 0 %, 35304 MiB, 41.10 W
2026/08/27 15:03:35.055, 0, 0 %, 0 %, 35310 MiB, 37.99 W
2026/08/27 15:03:35.056, 1, 0 %, 0 %, 35304 MiB, 36.88 W
2026/08/27 15:03:35.056, 2, 5 %, 3 %, 35304 MiB, 38.44 W
2026/08/27 15:03:40.056, 0, 0 %, 0 %, 35310 MiB, 37.23 W
2026/08/27 15:03:40.056, 1, 0 %, 0 %, 35304 MiB, 37.09 W
2026/08/27 15:03:40.056, 2, 0 %, 0 %, 35304 MiB, 37.95 W
2026/08/27 15:03:45.056, 0, 5 %, 0 %, 35310 MiB, 37.03 W
2026/08/27 15:03:45.056, 1, 0 %, 0 %, 35304 MiB, 36.91 W
2026/08/27 15:03:45.056, 2, 0 %, 0 %, 35304 MiB, 38.04 W
2026/08/27 15:03:50.057, 0, 0 %, 0 %, 35310 MiB, 37.24 W
2026/08/27 15:03:50.057, 1, 0 %, 0 %, 35304 MiB, 36.90 W
2026/08/27 15:03:50.057, 2, 0 %, 0 %, 35304 MiB, 37.56 W
2026/08/27 15:03:55.057, 0, 1 %, 0 %, 35310 MiB, 37.33 W
2026/08/27 15:03:55.058, 1, 0 %, 0 %, 35304 MiB, 36.91 W
2026/08/27 15:03:55.058, 2, 0 %, 0 %, 35304 MiB, 37.36 W
2026/08/27 15:04:00.058, 0, 100 %, 24 %, 35310 MiB, 90.34 W
2026/08/27 15:04:00.058, 1, 100 %, 20 %, 35304 MiB, 153.73 W
2026/08/27 15:04:00.058, 2, 100 %, 21 %, 35306 MiB, 78.71 W
2026/08/27 15:04:05.058, 0, 100 %, 18 %, 35310 MiB, 126.55 W
2026/08/27 15:04:05.059, 1, 100 %, 22 %, 35304 MiB, 133.53 W
2026/08/27 15:04:05.059, 2, 100 %, 17 %, 35306 MiB, 104.44 W
2026/08/27 15:04:10.059, 0, 100 %, 20 %, 35310 MiB, 162.02 W
2026/08/27 15:04:10.059, 1, 100 %, 26 %, 35304 MiB, 158.29 W
2026/08/27 15:04:10.059, 2, 100 %, 24 %, 35306 MiB, 91.79 W
2026/08/27 15:04:15.059, 0, 100 %, 25 %, 35310 MiB, 154.38 W
2026/08/27 15:04:15.060, 1, 100 %, 29 %, 35304 MiB, 154.12 W
2026/08/27 15:04:15.060, 2, 100 %, 26 %, 35306 MiB, 86.05 W
2026/08/27 15:04:20.061, 0, 100 %, 0 %, 35310 MiB, 74.31 W
2026/08/27 15:04:20.061, 1, 100 %, 0 %, 35304 MiB, 70.69 W
2026/08/27 15:04:20.061, 2, 100 %, 0 %, 35308 MiB, 74.27 W
2026/08/27 15:04:25.061, 0, 100 %, 0 %, 35310 MiB, 74.18 W
2026/08/27 15:04:25.061, 1, 100 %, 0 %, 35304 MiB, 70.49 W
2026/08/27 15:04:25.061, 2, 100 %, 0 %, 35308 MiB, 73.98 W
2026/08/27 15:04:30.061, 0, 0 %, 0 %, 35312 MiB, 37.80 W
2026/08/27 15:04:30.062, 1, 4 %, 0 %, 35304 MiB, 39.54 W
